job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode
"Industrial AI Scientist (Ph.D, Machine Learning)",Bosch Global Software Technologies Company Limited,Ha Noi,"AI, LLM, Deep Learning, Generative AI, Python, Machine Learning",2025-09-27 23:00:36,https://itviec.com/it-jobs/chuyen-gia-tu-van-cap-cao-ve-tri-tue-nhan-tao-ai-cong-ty-co-phan-chung-khoan-vpbank-3057/content?job_index=2&locale=en&page=4,Vice President / Director,At office
Chuyên gia tư vấn cấp cao về Trí tuệ nhân tạo AI,Công ty Cổ phần Chứng khoán VPBank,Ha Noi - Ho Chi Minh - Da Nang,"AI, Machine Learning, Data Science, LLM, Strategy planning, Project Management",2025-09-27 23:00:36,https://itviec.com/it-jobs/senior-mainframe-developer-devops-azure-fpt-software-3157/content?job_index=3&locale=en&page=4,DevOps Engineer,At office
Senior Mainframe Developer (DevOps/ Azure),FPT Software,Ho Chi Minh,,2025-09-27 23:00:37,https://itviec.com/it-jobs/game-server-developer-c-cong-ty-tnhh-cong-nghe-tamron-viet-nam-0023/content?job_index=4&locale=en&page=4,Game Developer,At office
Game Server Developer (C++),Công ty TNHH Công Nghệ Tamron Việt Nam,Ha Noi,"C++, Windows Server, Games, C language, SQL",2025-09-27 23:00:38,https://itviec.com/it-jobs/senior-soc-engineer-secops-soc-one-mount-group-1413/content?job_index=5&locale=en&page=4,DevSecOps Engineer,At office
Senior SOC Engineer (Secops/ SOC),One Mount Group,Ha Noi,"Cybersecurity, Python, Vulnerability Management, EDR, SOAR, SIEM",2025-09-27 23:00:39,https://itviec.com/it-jobs/expert-site-reliability-engineering-monitoring-techcombank-4833/content?job_index=6&locale=en&page=4,DevOps Engineer,At office
Expert Site Reliability Engineering (Monitoring),Techcombank,Ha Noi,"DevOps, Python, Splunk, InfluxDB, Prometheus, Grafana",2025-09-27 23:00:40,https://itviec.com/it-jobs/devops-engineer-grapecity-5005/content?job_index=7&locale=en&page=4,DevOps Engineer,At office
DevOps Engineer,GrapeCity,Ha Noi,"DevOps, Kubernetes, Docker, AWS",2025-09-27 23:00:40,https://itviec.com/it-jobs/product-owner-san-pham-ket-noi-doi-tac-dnse-3632/content?job_index=8&locale=en&page=4,Product Owner,At office
Product Owner - Sản phẩm kết nối đối tác,DNSE,Ho Chi Minh,"Product Owner, Product Management, Product roadmap, Stakeholder management, Scrum, Agile",2025-09-27 23:00:41,https://itviec.com/it-jobs/mid-sr-mobile-dev-android-english-required-rakuten-fintech-vietnam-co-ltd-1638/content?job_index=9&locale=en&page=4,Mobile Application Developer,At office
Mid/Sr Mobile Dev (Android) - English required,"Rakuten Fintech Vietnam Co., Ltd.",Ho Chi Minh,"Android, SQL, Agile, Web API, Java, Kotlin",2025-09-27 23:00:42,https://itviec.com/it-jobs/ho-chi-minh-full-stack-developer-reactjs-nodejs-one-tech-stop-vietnam-company-ltd-3512/content?job_index=10&locale=en&page=4,Fullstack Developer,At office
[Ho Chi Minh] Full-Stack Developer (ReactJS/ NodeJS),ONE Tech Stop Vietnam Company Ltd,Da Nang,"NodeJS, HTML, SQL, NextJS, ReactJS, TypeScript",2025-09-27 23:00:43,https://itviec.com/it-jobs/senior-3d-javascript-engineer-bespokify-vietnam-1837/content?job_index=11&locale=en&page=4,Frontend Developer,At office
Senior 3D JavaScript Engineer,Bespokify Vietnam,Ho Chi Minh,,2025-09-27 23:00:43,https://itviec.com/it-jobs/senior-sap-abap-developer-full-time-position-renesas-design-vietnam-0346/content?job_index=12&locale=en&page=4,IT Support,At office
,,Ho Chi Minh,,2025-09-29 23:00:44,https://itviec.com/it-jobs/manual-software-test-lead-qa-qc-rakus-vietnam-company-1958/content?job_index=13&locale=en&page=4,Manual Tester,
Manual Software Test Lead (QA QC),Rakus Vietnam Company,Ha Noi,,2025-09-27 23:00:45,https://itviec.com/it-jobs/senior-expert-it-security-life-insurance-project-techcombank-4653/content?job_index=14&locale=en&page=4,Security Engineer,At office
,,Ha Noi,,2025-09-29 23:00:45,https://itviec.com/it-jobs/senior-data-engineer-life-insurance-project-techcombank-2839/content?job_index=15&locale=en&page=4,Data Engineer,
,,Ha Noi,,2025-09-29 23:00:47,https://itviec.com/it-jobs/senior-business-intelligence-life-insurance-project-techcombank-2045/content?job_index=16&locale=en&page=4,BI Analyst / BI Developer,
Senior Business Intelligence (Life Insurance project),Techcombank,Ha Noi,,2025-09-27 23:00:47,https://itviec.com/it-jobs/cvcc-van-hanh-nen-tang-dich-vu-khach-hang-k-cntt-pvcombank-5621/content?job_index=17&locale=en&page=4,DevOps Engineer,At office
,,Ho Chi Minh,,2025-09-29 23:00:49,https://itviec.com/it-jobs/senior-software-developer-react-node-js-net-thoughtworks-vietnam-5846/content?job_index=18&locale=en&page=4,Fullstack Developer,
"Senior Software Developer (React, Node.js, .NET)",Thoughtworks Vietnam,Ha Noi,".NET, English, AWS, NodeJS, ReactJS",2025-09-26 23:00:50,https://itviec.com/it-jobs/product-owner-blockchain-web3-crypto-agile-fizen-1434/content?job_index=19&locale=en&page=4,Product Owner,Hybrid (flexible between home and office)
SAP FICO Senior Consultant,Deloitte Consulting Vietnam,Ho Chi Minh,"SAP, Software Architecture, Project Management, English, ERP, Business Analysis",2025-09-26 23:00:53,https://itviec.com/it-jobs/sap-fico-senior-consultant-deloitte-consulting-vietnam-5414/content?job_index=0&locale=en&page=5,ERP Developer,Hybrid (flexible between home and office)
SAP FICO Senior Consultant,Deloitte Consulting Vietnam,Ho Chi Minh,,2025-09-26 23:00:53,https://itviec.com/it-jobs/game-economy-designer-vinsprite-soft-5506/content?job_index=1&locale=en&page=5,Game Designer,Hybrid (flexible between home and office)
Game Economy Designer,Vinsprite Soft,Ha Noi,"Design, Games, Python, SQL",2025-09-26 23:00:54,https://itviec.com/it-jobs/automation-tester-manual-tester-qa-qc-onepay-0734/content?job_index=2&locale=en&page=5,Software Engineer in Test (SDET),At office
Automation Tester & Manual Tester (QA QC),OnePay,Ho Chi Minh,"Tester, Automation Test, API, Jmeter, Postman, QA QC",2025-09-26 23:00:55,https://itviec.com/it-jobs/senior-golang-developer-english-required-devops-ekino-vietnam-4754/content?job_index=3&locale=en&page=5,Backend Developer,At office
"Senior Golang Backend Developer (English, DevOps)",ekino Vietnam,Ho Chi Minh,,2025-09-29 23:00:56,https://itviec.com/it-jobs/senior-frontend-developer-reactjs-nextjs-english-ekino-vietnam-4233/content?job_index=4&locale=en&page=5,Frontend Developer,
,,Ho Chi Minh,,2025-09-29 23:00:58,https://itviec.com/it-jobs/senior-backend-engineer_java-english-tpisoftware-co-ltd-0246/content?job_index=5&locale=en&page=5,Backend Developer,
Senior Backend Engineer_Java/English,"TPIsoftware Co., Ltd",Ho Chi Minh,"Java, English, Scrum, AWS, SQL, J2EE",2025-09-26 23:00:59,https://itviec.com/it-jobs/back-end-engineer-python-devtify-technologies-corporation-0019/content?job_index=6&locale=en&page=5,Backend Developer,At office
Back-end Engineer (Python),Devtify Technologies Corporation,Ho Chi Minh,"Python, DevOps",2025-09-26 23:01:00,https://itviec.com/it-jobs/senior-security-engineer-devsecops-be-group-2651/content?job_index=7&locale=en&page=5,DevSecOps Engineer,At office
Senior Security Engineer (DevSecOps),Be Group,Ha Noi,"DevSecOps, Penetration Testing, OWASP, Cybersecurity, Cloud Security, Python",2025-09-26 23:01:00,https://itviec.com/it-jobs/cv-quan-tri-co-so-du-lieu-database-administrator-mb-bank-5730/content?job_index=8&locale=en&page=5,Database Administrator,At office
CV Quản trị Cơ sở dữ liệu- Database Administrator,MB Bank,Ha Noi,"Database, ETL, Grafana, Prometheus, Linux, SQL",2025-09-26 23:01:01,https://itviec.com/it-jobs/senior-it-risks-management-specialist-mb-bank-5958/content?job_index=9&locale=en&page=5,IT Auditor / IT Risk Manager,At office
Senior IT Risks Management Specialist,MB Bank,Ha Noi,"Risk Management, Pentest, Tableau, Data Analysis, Python, SQL",2025-09-26 23:01:02,https://itviec.com/it-jobs/di9-it-business-analyst-dxdb-msb-agile-scrum-msb-2604/content?job_index=10&locale=en&page=5,Business Analyst,At office
[DI9] IT Business Analyst - DXDB – MSB (Agile/Scrum),MSB,Ha Noi,,2025-09-26 23:01:03,https://itviec.com/it-jobs/junior-ai-engineer-brighton-investment-2930/content?job_index=11&locale=en&page=5,AI / Machine Learning Engineer,At office
Junior AI Engineer,,Ha Noi,,2025-09-29 23:01:04,https://itviec.com/it-jobs/android-developer-middle-senior-new-headcount-ingenico-vietnam-1959/content?job_index=12&locale=en&page=5,Mobile Application Developer,
,,Ho Chi Minh,,2025-09-29 23:01:05,https://itviec.com/it-jobs/ai-talents-ph-d-holders-nexon-dev-vina-1834/content?job_index=13&locale=en&page=5,AI Researcher,
AI Talents (Ph.D. Holders),NEXON DEV VINA,Ho Chi Minh - Ha Noi,"AI, TensorFlow, Machine Learning, DevOps, Python, English",2025-09-26 23:01:05,https://itviec.com/it-jobs/project-manager-onsite-japan-nec-vietnam-5011/content?job_index=14&locale=en&page=5,Project Manager,At office
Project Manager (Onsite Japan),NEC Vietnam,Ha Noi,"Bridge Engineer, Japanese IT Communication, Stakeholder management, Japanese, Project Management, Team Management",2025-09-26 23:01:06,https://itviec.com/it-jobs/02-data-engineers-databricks-ntt-data-vds-3246/content?job_index=15&locale=en&page=5,Data Engineer,Hybrid (flexible between home and office)
02 Data Engineers (Databricks),NTT DATA VDS,Ha Noi,"Databricks, Java, Python, Apache Spark, Power BI, English",2025-09-26 23:01:07,https://itviec.com/it-jobs/truong-phong-phan-tich-khai-thac-du-lieu-ngan-hang-tmcp-tien-phong-tpbank-4859/content?job_index=16&locale=en&page=5,Manager,At office
Trưởng phòng Phân tích & Khai thác Dữ liệu,Ngân hàng TMCP Tiên Phong | TPBank,Ho Chi Minh - Ha Noi - Da Nang,"Team Management, AWS, CI/CD, Python, Power BI, Database",2025-09-26 23:01:07,https://itviec.com/it-jobs/remote-frontend-web-developer-typescript-reactjs-moksha-ai-llc-1658/content?job_index=17&locale=en&page=5,Frontend Developer,At office
Remote Frontend Web Developer (TypeScript/ReactJS),Moksha AI LLC,Ho Chi Minh,"ReactJS, Redux, Tailwind, English, NextJS, TypeScript",2025-09-26 23:01:08,https://itviec.com/it-jobs/starcamp-business-analyst-fresher-nab-innovation-centre-vietnam-2753/content?job_index=18&locale=en&page=5,Business Analyst,"Remote, District 1, Ho Chi Minh"
StarCamp Business Analyst (Fresher),NAB Innovation Centre Vietnam,Ho Chi Minh,"Business Analysis, Product Owner, IT Communication/Translation, Agile, English",2025-09-26 23:01:09,https://itviec.com/it-jobs/backend-engineer-ai-driven-solutions-trusting-social-5706/content?job_index=19&locale=en&page=5,Backend Developer,At office
"Technical Project Manager (AWS, Cloud, Azure)",OL Vietnam,Ho Chi Minh,"Project Management, Leadership, AI, Azure, Cloud, AWS",2025-09-26 23:01:19,https://itviec.com/it-jobs/technical-project-manager-aws-cloud-azure-ol-vietnam-1250/content?job_index=0&locale=en&page=6,Project Manager,At office
"Technical Project Manager (AWS, Cloud, Azure)",OL Vietnam,Ho Chi Minh,"Project Management, Leadership, AI, Azure, Cloud, AWS",2025-09-26 23:01:19,https://itviec.com/it-jobs/technical-lead-frontend-backend-binarixtech-4220/content?job_index=1&locale=en&page=6,Manager,At office
Technical Lead (Frontend / Backend),BinarixTech,Ho Chi Minh,"Team Management, C#, C++, TypeScript, JavaScript, Java",2025-09-26 23:01:20,https://itviec.com/it-jobs/ai-machine-learning-engineer-python-persol-career-tech-studio-vietnam-0556/content?job_index=2&locale=en&page=6,AI / Machine Learning Engineer,At office
AI/Machine Learning Engineer (Python),Persol Career Tech Studio Vietnam,Ho Chi Minh,"AI, Python, GCP, AWS, Machine Learning, SQL",2025-09-26 23:01:21,https://itviec.com/it-jobs/it-business-analyst-senior-ba-dai-ichi-life-viet-nam-5815/content?job_index=3&locale=en&page=6,Business Analyst,Hybrid (flexible between home and office)
IT Business Analyst (Senior BA),Dai-ichi Life Việt Nam,Ha Noi,"Business Analysis, SQL, English",2025-09-26 23:01:22,https://itviec.com/it-jobs/fullstack-developer-reactjs-vuejs-nodejs-aircloset-engineering-3237/content?job_index=4&locale=en&page=6,Fullstack Developer,At office
"Fullstack Developer (ReactJS, VueJS, NodeJS)",airCloset Engineering,Ho Chi Minh,"NodeJS, ReactJS, JavaScript, AWS, VueJS",2025-09-26 23:01:22,https://itviec.com/it-jobs/senior-data-engineer-vulcan-labs-5532/content?job_index=5&locale=en&page=6,Data Engineer,At office
Senior Data Engineer,Vulcan Labs,Ha Noi,"Python, SQL",2025-09-26 23:01:23,https://itviec.com/it-jobs/sign-on-bonus-product-designer-up-to-30-months-year-crossian-3427/content?job_index=6&locale=en&page=6,UX/UI Designer,At office
[Sign-on bonus] Product Designer- Up to 30 months/year,Crossian,Ha Noi,"UI-UX, HTML, Design Systems, Figma, CSS",2025-09-26 23:01:24,https://itviec.com/it-jobs/sign-on-bonus-backend-technical-lead-70k-year-crossian-5424/content?job_index=7&locale=en&page=6,Backend Developer,At office
[Sign-on Bonus] Backend Technical Lead - $70K/year,Crossian,Others,".NET, Cloud-native Architecture, LINQ, Leadership, C#, AWS",2025-09-26 23:01:24,https://itviec.com/it-jobs/dev-ops-be-engineer-acceleratorapp-4747/content?job_index=8&locale=en&page=6,DevOps Engineer,At office
Dev Ops + BE Engineer,AcceleratorApp,Ho Chi Minh,"DevOps, JavaScript, Kubernetes, Terraform, CI/CD, AWS",2025-09-26 23:01:25,https://itviec.com/it-jobs/frontend-engineer-reactjs-employment-hero-3011/content?job_index=9&locale=en&page=6,Frontend Developer,Remote (don't have to come to the office)
Frontend Engineer (ReactJS),Employment Hero,Ha Noi,"ReactJS, English, TypeScript, JavaScript",2025-09-26 23:01:26,https://itviec.com/it-jobs/senior-qc-engineer-tester-one-mount-group-4305/content?job_index=10&locale=en&page=6,Manual Tester,At office
Senior QC Engineer (Tester),One Mount Group,Ho Chi Minh,"QA QC, SQL, SoapUI, Postman, Automation Test, Tester",2025-09-26 23:01:27,https://itviec.com/it-jobs/senior-data-engineer-ghn-0820/content?job_index=11&locale=en&page=6,Data Engineer,At office
Senior Data Engineer,GHN,Ho Chi Minh,"Scala, Data Engineer, Java, Python",2025-09-26 23:01:27,https://itviec.com/it-jobs/front-end-focused-fullstack-dev-react-typescript-aviation-software-innovation-4749/content?job_index=12&locale=en&page=6,Fullstack Developer,At office
Front-End Focused FullStack Dev (React/Typescript),Aviation Software Innovation,Ha Noi,"ReactJS, HTML, Microservices, Spring Boot, CSS, JavaScript",2025-09-26 23:01:28,https://itviec.com/it-jobs/ai-engineer-behavioral-analysis-fintech-high-salary-tj-tech-2104/content?job_index=13&locale=en&page=6,AI / Machine Learning Engineer,Hybrid (flexible between home and office)
AI Engineer (Behavioral Analysis / Fintech)-High Salary,TJ Tech,Ho Chi Minh,"AI, SQL, TensorFlow, Python, Deep Learning, Machine Learning",2025-09-26 23:01:29,https://itviec.com/it-jobs/mintrocket-unity-game-developer-nexon-dev-vina-0123/content?job_index=14&locale=en&page=6,Game Developer,At office
[MINTROCKET] Unity Game Developer,NEXON DEV VINA,Ho Chi Minh,"Games, C#, Unity, English",2025-09-26 23:01:29,https://itviec.com/it-jobs/backend-engineer-golang-smilegate-vietnam-3138/content?job_index=15&locale=en&page=6,Backend Developer,At office
Backend Engineer (Golang),Smilegate Vietnam,Ho Chi Minh - Da Nang,"Golang, NoSQL, SQL",2025-09-26 23:01:30,https://itviec.com/it-jobs/full-stack-developer-java-javascript-mgm-technology-partners-vietnam-2057/content?job_index=16&locale=en&page=6,Fullstack Developer,At office
"Full Stack Developer (Java, JavaScript)",mgm technology partners Vietnam,Ho Chi Minh,"JavaScript, ReactJS, Java",2025-09-26 23:01:31,https://itviec.com/it-jobs/php-developer-jp-no-1-e-commerce-laravel-mysql-yrglm-viet-nam-2711/content?job_index=17&locale=en&page=6,Backend Developer,Hybrid (flexible between home and office)
"PHP Developer *JP No.1 E-Commerce (Laravel, MySQL)",YRGLM Việt Nam,Ho Chi Minh,"PHP, Symfony, Jira, MySQL, HTML, Laravel",2025-09-26 23:01:31,https://itviec.com/it-jobs/it-support-specialist-zuhlke-engineering-vietnam-1258/content?job_index=18&locale=en&page=6,IT Support,Hybrid (flexible between home and office)
IT Support Specialist,Zuhlke Engineering Vietnam,Ho Chi Minh,"IT Support, English, System Admin, macOS, Windows",2025-09-26 23:01:32,https://itviec.com/it-jobs/business-analyst-xt-solution-2527/content?job_index=19&locale=en&page=6,Business Analyst,Hybrid (flexible between home and office)
[Team Leader] AI/ML Engineer,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",Ho Chi Minh,"AI, Machine Learning, SQL, C++, Python, Team Management",2025-09-26 23:01:35,https://itviec.com/it-jobs/team-leader-ai-ml-engineer-arsen-kawaijuku-tech-vietnam-co-ltd-1842/content?job_index=0&locale=en&page=7,AI / Machine Learning Engineer,At office
[Team Leader] AI/ML Engineer,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",Ha Noi,"AI, Machine Learning, SQL, C++, Python, Team Management",2025-09-26 23:01:36,https://itviec.com/it-jobs/senior-it-operators-corebanking-vpbank-2807/content?job_index=1&locale=en&page=7,DevOps Engineer,At office
[Team Leader] AI/ML Engineer,"ARSEN Kawaijuku Tech Vietnam Co.,Ltd",Ha Noi,"AI, Machine Learning, SQL, C++, Python, Team Management",2025-09-26 23:01:37,https://itviec.com/it-jobs/software-developer-c-asilla-0554/content?job_index=2&locale=en&page=7,Backend Developer,At office
Senior IT Operators (Corebanking),VPBank,Ho Chi Minh,"Java, DevOps, Linux, Cloud, SQL, Oracle",2025-09-26 23:01:37,https://itviec.com/it-jobs/principal-ai-llm-solution-engineer-money-forward-vietnam-co-ltd-0613/content?job_index=3&locale=en&page=7,AI / Machine Learning Engineer,At office
Software Developer (C++),Asilla,Ha Noi,"C++, MongoDB, MySQL, Docker, AWS, Cloud",2025-09-26 23:01:38,https://itviec.com/it-jobs/sr-fullstack-developer-microsoft-365-office-adds-in-scandinavian-software-park-3053/content?job_index=4&locale=en&page=7,Fullstack Developer,At office
Principal AI/LLM Solution Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh,"Microsoft Dynamics 365, Microsoft Power Apps, VueJS, TypeScript, PHP, JavaScript",2025-09-26 23:01:39,https://itviec.com/it-jobs/principal-software-architect-fintech-trusting-social-4949/content?job_index=5&locale=en&page=7,Software/Technical Architect,Hybrid (flexible between home and office)
Principal Software Architect - Fintech,Trusting Social,Ho Chi Minh,"Software Architecture, Solution Architecture, System Architecture, Design Systems, Python",2025-09-26 23:01:40,https://itviec.com/it-jobs/full-stack-developer-php-laravel-nextjs-the-one-digi-corp-4825/content?job_index=6&locale=en&page=7,Fullstack Developer,At office
"Full Stack Developer (PHP|Laravel, NextJS)",The One Digi Corp,Ha Noi,"PHP, JavaScript, CSS, HTML, Laravel, NextJS",2025-09-26 23:01:40,https://itviec.com/it-jobs/vic-ai-engineer-machine-learning-deep-learning-viettel-group-5114/content?job_index=7&locale=en&page=7,AI / Machine Learning Engineer,At office
VIC - AI Engineer (Machine Learning/ Deep Learning),Viettel Group,Ha Noi,"AI, SQL, Java, Python, Deep Learning, Machine Learning",2025-09-26 23:01:41,https://itviec.com/it-jobs/data-scientist-expert-vpbank-3548/content?job_index=8&locale=en&page=7,Data Scientist,At office
Data Scientist Expert,VPBank,Ho Chi Minh,"Data Science, Generative AI, Cloud, Python, Machine Learning, AI",2025-09-26 23:01:42,https://itviec.com/it-jobs/middle-senior-vue-js-developer-keeneo-vietnam-4326/content?job_index=9&locale=en&page=7,Frontend Developer,At office
Middle/Senior Vue.JS Developer,Keeneo Vietnam,Da Nang - Ha Noi,"VueJS, NestJS, NodeJS, TypeScript, English",2025-09-25 23:01:42,https://itviec.com/it-jobs/business-analyst-entry-level-digibank-solutions-2411/content?job_index=10&locale=en&page=7,Business Analyst,Remote (don't have to come to the office)
Business Analyst (Entry-Level),DIGIBANK SOLUTIONS,Ho Chi Minh,"Business Analysis, Project Management, Technical Writing, IT Communication/Translation, Data Analysis",2025-09-25 23:01:43,https://itviec.com/it-jobs/system-engineer-c-c-c-linux-docker-samsung-electronics-hcmc-ce-complex-1723/content?job_index=11&locale=en&page=7,Enterprise Application Developer (CRM),At office
"System Engineer (C, C++, C#, Linux, Docker)",Samsung Electronics HCMC CE Complex,Ha Noi,"C language, Python, Docker, Linux, C#, C++",2025-09-25 23:01:44,https://itviec.com/it-jobs/cockpit-bsp-engineer-c-linux-embedded-2000-suntech-vina-hop-tac-cung-tap-doan-cntt-hang-dau-an-do-5019/content?job_index=12&locale=en&page=7,Embedded Engineer,At office
"Cockpit BSP Engineer (C++, Linux, Embedded )~ 2000$",Suntech Vina (Hợp tác cùng tập đoàn CNTT hàng đầu Ấn độ),Ha Noi,"C++, Jira, Python, Embedded, Linux, C language",2025-09-25 23:01:44,https://itviec.com/it-jobs/android-hmi-sdk-dev-ui-ux-jetpack-compose-kotlin-suntech-vina-hop-tac-cung-tap-doan-cntt-hang-dau-an-do-0557/content?job_index=13&locale=en&page=7,Mobile Application Developer,At office
"Android HMI SDK Dev (UI/UX, Jetpack Compose, Kotlin)",Suntech Vina (Hợp tác cùng tập đoàn CNTT hàng đầu Ấn độ),Ha Noi,"Android, Embedded Android, Git, Kotlin, SOLID Principles, UI-UX",2025-09-25 23:01:45,https://itviec.com/it-jobs/senior-backend-engineer-go-rust-nodejs-blockchain-one-mount-group-3834/content?job_index=14&locale=en&page=7,Backend Developer,At office
Senior Backend Engineer (Go/ Rust/ NodeJS/ Blockchain),One Mount Group,Ho Chi Minh,"Golang, Microservices, NoSQL, Blockchain, NodeJS, Rust",2025-09-25 23:01:46,https://itviec.com/it-jobs/solution-architect-digital-bank-tymex-2145/content?job_index=15&locale=en&page=7,Solution Architect,At office
Solution Architect - Digital Bank,TymeX,Ha Noi,"Solution Architecture, Microservices Architecture, System Architecture, Java, AWS, Software Architecture",2025-09-25 23:01:46,https://itviec.com/it-jobs/system-administrator-linux-unix-server-engineer-sna-global-5141/content?job_index=16&locale=en&page=7,Systems Engineer / Administrator,Hybrid (flexible between home and office)
"System Administrator ( Linux, UNIX , Server Engineer)",SNA Global,Ho Chi Minh,"System Admin, English, Networking, Unix, Linux, System Architecture",2025-09-25 23:01:47,https://itviec.com/it-jobs/fullstack-developer-reactjs-typescript-net-core-c-i3-dvr-international-3226/content?job_index=17&locale=en&page=7,Fullstack Developer,At office
"System Administrator ( Linux, UNIX , Server Engineer)",SNA Global,Ho Chi Minh,".Net Core, ReactJS, SQL, C#, JavaScript, TypeScript",2025-09-25 23:01:48,https://itviec.com/it-jobs/lead-android-engineer-java-kotlin-nab-innovation-centre-vietnam-2720/content?job_index=18&locale=en&page=7,Mobile Application Developer,
"Lead Android Engineer (Java, Kotlin)",NAB Innovation Centre Vietnam,Ho Chi Minh,"Android studio, Clean Architecture, MVVM, Java, Kotlin",2025-09-25 23:01:48,https://itviec.com/it-jobs/senior-embedded-software-engineer-c-c-python-linux-olli-1640/content?job_index=19&locale=en&page=7,Embedded Engineer,Hybrid (flexible between home and office)
"Sr AI Manager (Data Analysis, Machine Learning, Python)",Công Ty Cổ Phần Tập Đoàn Meey Land,Ha Noi,"AI, Big Data, Machine Learning, Data Analysis, Team Management, Python",2025-09-25 23:01:51,https://itviec.com/it-jobs/sr-ai-manager-data-analysis-machine-learning-python-cong-ty-co-phan-tap-doan-meey-land-0641/content?job_index=0&locale=en&page=8,AI / Machine Learning Engineer,At office
