job_title,company_name,location,skills_required,date_posted,job_link,job_category,work_mode
"Middle Odoo Developer (Python, HTML, JavaScript, CI/CD)",SGH Asia Ltd.,Ho Chi Minh,"Odoo, CI/CD, HTML, JavaScript, API, Python",2025-10-09 03:24:25,https://itviec.com/it-jobs/middle-odoo-developer-python-html-javascript-ci-cd-sgh-asia-ltd-0247/content?job_index=17&locale=en&page=26,ERP Developer,At office,2025-10-17 03:47:23
"Firmware Engineer (Firmware, C, C++)",Gremsy JSC,Ho Chi Minh,"Firmware, Embedded, Linux, RTOS, C++",2025-10-09 03:24:27,https://itviec.com/it-jobs/firmware-engineer-firmware-c-c-gremsy-jsc-5859/content?job_index=18&locale=en&page=26,Firmware Engineer,At office,2025-10-17 03:47:23
Mid/Senior Software Engineer (3D),MODEC,Ho Chi Minh,"C#, JavaScript, Unity",2025-10-09 03:24:28,https://itviec.com/it-jobs/mid-senior-software-engineer-3d-modec-0005/content?job_index=19&locale=en&page=26,Fullstack Developer,At office,2025-10-17 03:47:23
Embedded Linux Engineer,Gremsy JSC,Ho Chi Minh,"Embedded, API, Bash Shell, Python, C++, Linux",2025-10-09 03:24:39,https://itviec.com/it-jobs/embedded-linux-software-engineer-gremsy-jsc-3852/content?job_index=0&locale=en&page=27,Embedded Engineer,At office,2025-10-17 03:47:23
"FPGA Engineer (Firmware, Linux, C/C++)",Gremsy JSC,Ho Chi Minh,"Firmware, Prototyping, C++, C language, Bootloader, Linux",2025-10-09 03:24:40,https://itviec.com/it-jobs/fpga-engineer-firmware-linux-c-c-gremsy-jsc-4026/content?job_index=1&locale=en&page=27,Firmware Engineer,At office,2025-10-17 03:47:23
Junior Cloud Engineer (Google Cloud Platform),Cloud Ace,Ho Chi Minh - Ha Noi,"Cloud, Kubernetes, Docker, English, Google Cloud, DevOps",2025-10-08 03:24:42,https://itviec.com/it-jobs/junior-cloud-engineer-google-cloud-platform-cloud-ace-5120/content?job_index=2&locale=en&page=27,Cloud Engineer,At office,2025-10-17 03:47:23
Product Owner - Sản phẩm kết nối đối tác,DNSE,Ha Noi,"Product Owner, Product Management, Product roadmap, Stakeholder management, Scrum, Agile",2025-10-08 03:24:44,https://itviec.com/it-jobs/product-owner-san-pham-ket-noi-doi-tac-dnse-3632/content?job_index=3&locale=en&page=27,Product Owner,At office,2025-10-17 03:47:23
"Front End Developer ( Javascript, ReactJS, VueJS )",LG CNS Việt Nam,Ha Noi,"JavaScript, CI/CD, CSS, HTML, VueJS, ReactJS",2025-10-08 03:24:45,https://itviec.com/it-jobs/front-end-developer-javascript-reactjs-vuejs-lg-cns-viet-nam-1621/content?job_index=4&locale=en&page=27,Frontend Developer,At office,2025-10-17 03:47:23
"Full Stack Developer (C#, .NET, JavaScript)",LG CNS Việt Nam,Ha Noi,"C#, JavaScript, ASP.NET, .NET, Fullstack, ReactJS",2025-10-08 03:24:47,https://itviec.com/it-jobs/full-stack-developer-c-net-javascript-lg-cns-viet-nam-1529/content?job_index=5&locale=en&page=27,Fullstack Developer,At office,2025-10-17 03:47:23
"Back End Developer (Java, MySQL, Spring)",LG CNS Việt Nam,Ha Noi,"Java, CI/CD, MongoDB, SQL, MySQL, Spring",2025-10-08 03:24:49,https://itviec.com/it-jobs/back-end-developer-java-mysql-spring-lg-cns-viet-nam-1419/content?job_index=6&locale=en&page=27,Backend Developer,At office,2025-10-17 03:47:23
"Frontend Developer (HTML5, CSS3, JavaScript)",Trung tâm CNTT Tập đoàn Bảo Việt,Ha Noi,"ReactJS, JavaScript, CSS 3, HTML5",2025-10-08 03:24:50,https://itviec.com/it-jobs/frontend-developer-html5-css3-javascript-trung-tam-cntt-tap-doan-bao-viet-0843/content?job_index=7&locale=en&page=27,Frontend Developer,At office,2025-10-17 03:47:23
Senior 3D JavaScript Engineer,Bespokify Vietnam,Da Nang,"JavaScript, Unity, KonvaJS, NodeJS, HTML5, CSS",2025-10-08 03:24:52,https://itviec.com/it-jobs/senior-3d-javascript-engineer-bespokify-vietnam-1837/content?job_index=8&locale=en&page=27,Frontend Developer,At office,2025-10-17 03:47:23
"Backend Developer (Spring Boot, SQL)",Trung tâm CNTT Tập đoàn Bảo Việt,Ha Noi,"Spring Boot, Microservices, API, NoSQL, Cloud, SQL",2025-10-08 03:24:54,https://itviec.com/it-jobs/backend-developer-spring-boot-sql-trung-tam-cntt-tap-doan-bao-viet-1947/content?job_index=9&locale=en&page=27,Backend Developer,At office,2025-10-17 03:47:23
"Data Engineering (Python, SQL, Oracle)",HDBank,Ho Chi Minh,"Data Engineer, Python, Database, PostgreSql, Oracle, SQL",2025-10-08 03:24:55,https://itviec.com/it-jobs/data-engineering-python-sql-oracle-hdbank-2607/content?job_index=10&locale=en&page=27,Data Engineer,At office,2025-10-17 03:47:23
Game Economy Designer,Vinsprite Soft,Ho Chi Minh,"Design, Games, Python, SQL",2025-10-08 03:24:57,https://itviec.com/it-jobs/game-economy-designer-vinsprite-soft-5506/content?job_index=11&locale=en&page=27,Game Designer,At office,2025-10-17 03:47:23
CV Quản trị Cơ sở dữ liệu- Database Administrator,MB Bank,Ha Noi,"Database, ETL, Grafana, Prometheus, Linux, SQL",2025-10-08 03:24:59,https://itviec.com/it-jobs/cv-quan-tri-co-so-du-lieu-database-administrator-mb-bank-5730/content?job_index=12&locale=en&page=27,Database Administrator,At office,2025-10-17 03:47:23
Project Manager,Nakivo,Ho Chi Minh,"Project Management, Waterfall Methodology, Cloud, Team Management, Agile, English",2025-10-08 03:25:00,https://itviec.com/it-jobs/project-manager-nakivo-2803/content?job_index=13&locale=en&page=27,Project Manager,At office,2025-10-17 03:47:23
Middle/ Senior Web Angular Developer,Bravo,Ha Noi,"Angular, HTML, CSS, JavaScript, TypeScript",2025-10-08 03:25:02,https://itviec.com/it-jobs/middle-senior-web-angular-developer-bravo-0915/content?job_index=14&locale=en&page=27,Frontend Developer,At office,2025-10-17 03:47:23
Senior Backend Engineer (Go/Java) - EVO,Trusting Social,Ho Chi Minh,"Golang, Java, Database, Security",2025-10-08 03:25:04,https://itviec.com/it-jobs/senior-backend-engineer-go-java-evo-trusting-social-3326/content?job_index=15&locale=en&page=27,Backend Developer,At office,2025-10-17 03:47:23
"Full Stack Developer (Java, Python, ReactJS)",SC Technology and Solution (SCTS),Ha Noi,"Java, HTML5, PostgreSql, MySQL, Python, ReactJS",2025-10-08 03:25:05,https://itviec.com/it-jobs/full-stack-developer-java-python-reactjs-sc-technology-and-solution-scts-5457/content?job_index=16&locale=en&page=27,Fullstack Developer,At office,2025-10-17 03:47:23
Senior Android Developer (Kotlin),"ANDPAD VietNam Co., Ltd",Ho Chi Minh - Ha Noi,"Android, Kotlin, AWS, English",2025-10-08 03:25:07,https://itviec.com/it-jobs/senior-android-developer-kotlin-andpad-vietnam-co-ltd-5435/content?job_index=17&locale=en&page=27,Mobile Application Developer,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-10-17 03:47:23
Senior iOS Native Engineer (Swift),"ANDPAD VietNam Co., Ltd",Ho Chi Minh - Ha Noi,"iOS, Swift, English",2025-10-08 03:25:08,https://itviec.com/it-jobs/senior-ios-native-engineer-swift-andpad-vietnam-co-ltd-5503/content?job_index=18&locale=en&page=27,Mobile Application Developer,"2F, Building C, Office Area, Udic Complex, Hoang Dao Thuy Street, Yen Hoa Ward, Cau Giay, Ha Noi",2025-10-17 03:47:23
Senior Data Engineer (Snowflake/Databricks) up to $2200,GEM Corporation,Ho Chi Minh - Ha Noi,"Snowflake, Databricks",2025-10-08 03:25:10,https://itviec.com/it-jobs/senior-data-engineer-snowflake-databricks-up-to-2200-gem-corporation-0436/content?job_index=19&locale=en&page=27,Data Engineer,At office,2025-10-17 03:47:23
"Systems Engineer (DevOps, System Admin, Python)",WorldQuant,Ho Chi Minh - Ha Noi,"DevOps, System Admin, Networking, Linux, Python",2025-10-08 03:25:20,https://itviec.com/it-jobs/systems-engineer-devops-system-admin-python-worldquant-5937/content?job_index=0&locale=en&page=28,Systems Engineer / Administrator,At office,2025-10-17 03:47:23
Principal/Senior Frontend Engineer,"MONEY FORWARD VIETNAM CO.,LTD",Ho Chi Minh - Ha Noi,"ReactJS, NextJS, Ruby on Rails, Software Architecture, JavaScript, English",2025-10-08 03:25:22,https://itviec.com/it-jobs/principal-senior-frontend-engineer-money-forward-vietnam-co-ltd-2525/content?job_index=1&locale=en&page=28,Frontend Developer,At office,2025-10-17 03:47:23
"Senior Full-stack Developer (C# ASP.NET, React)",Arbin Instruments,Ho Chi Minh,"C#, ReactJS, .Net Core, PostgreSql, Jira, ASP.NET",2025-10-07 03:25:24,https://itviec.com/it-jobs/senior-full-stack-developer-c-asp-net-react-arbin-instruments-1605/content?job_index=2&locale=en&page=28,Fullstack Developer,At office,2025-10-17 03:47:23
[DI9] Senior Java Developer/Squad Lead – MSB - 3I120,MSB,Ha Noi,"Java, Leadership, SQL, Hibernate, J2EE, Spring",2025-10-07 03:25:25,https://itviec.com/it-jobs/di9-senior-java-developer-squad-lead-msb-3i120-msb-4518/content?job_index=3&locale=en&page=28,Backend Developer,At office,2025-10-17 03:47:23
Android Mobile Apps Developer (Kotlin),Công Ty Cổ Phần Tập Đoàn Meey Land,Ha Noi,"Kotlin, OOP, Agile, Git, Flutter, Android",2025-10-07 03:25:27,https://itviec.com/it-jobs/android-mobile-apps-developer-kotlin-cong-ty-co-phan-tap-doan-meey-land-1952/content?job_index=4&locale=en&page=28,Mobile Application Developer,At office,2025-10-17 03:47:23
Unity Game Developer,NEXON DEV VINA,Ho Chi Minh,"Unity, Games, C#, English",2025-10-07 03:25:29,https://itviec.com/it-jobs/unity-game-developer-nexon-dev-vina-5253/content?job_index=5&locale=en&page=28,Game Developer,At office,2025-10-17 03:47:23
Android Developer (Middle - Senior | New Headcount),Ingenico Vietnam,Ha Noi,"Android, Agile",2025-10-07 03:25:30,https://itviec.com/it-jobs/android-developer-middle-senior-new-headcount-ingenico-vietnam-1959/content?job_index=6&locale=en&page=28,Mobile Application Developer,At office,2025-10-17 03:47:23
Leader QC/QA Automation Tester – Fintech,CÔNG TY CỔ PHẦN THANH TOÁN TRỰC TUYẾN TOÀN CẦU,Ho Chi Minh,"QA QC, Selenium, CI/CD, Leadership, Tester, Automation Test",2025-10-07 03:25:32,https://itviec.com/it-jobs/leader-qc-qa-automation-tester-fintech-cong-ty-co-phan-thanh-toan-truc-tuyen-toan-cau-2510/content?job_index=7&locale=en&page=28,Automation Tester,At office,2025-10-17 03:47:23
Backend Leader (Fintech),CÔNG TY CỔ PHẦN THANH TOÁN TRỰC TUYẾN TOÀN CẦU,Ho Chi Minh,"NodeJS, Redis, MongoDB, MySQL, CI/CD, Golang",2025-10-07 03:25:34,https://itviec.com/it-jobs/backend-leader-fintech-cong-ty-co-phan-thanh-toan-truc-tuyen-toan-cau-3134/content?job_index=8&locale=en&page=28,Backend Developer,At office,2025-10-17 03:47:23
Fullstack Developer (Fintech – Backend Oriented),CÔNG TY CỔ PHẦN THANH TOÁN TRỰC TUYẾN TOÀN CẦU,Ho Chi Minh,"NodeJS, JavaScript, PostgreSql, MySQL, TypeScript, Golang",2025-10-07 03:25:35,https://itviec.com/it-jobs/fullstack-developer-fintech-backend-oriented-cong-ty-co-phan-thanh-toan-truc-tuyen-toan-cau-3606/content?job_index=9&locale=en&page=28,Fullstack Developer,At office,2025-10-17 03:47:23
"Generative Game Artist (Design, Generative AI, Adobe)","Lihuhu Vietnam Co., Ltd",Ho Chi Minh,"Design, AI, Generative AI, Adobe Illustrator, Adobe Photoshop, Games",2025-10-07 03:25:37,https://itviec.com/it-jobs/generative-game-artist-design-generative-ai-adobe-lihuhu-vietnam-co-ltd-2454/content?job_index=10&locale=en&page=28,Game Designer,At office,2025-10-17 03:47:23
02 Data Engineers (Databricks),NTT DATA VDS,Ha Noi,"Databricks, Java, Python, Apache Spark, Power BI, English",2025-10-07 03:25:39,https://itviec.com/it-jobs/02-data-engineers-databricks-ntt-data-vds-3246/content?job_index=11&locale=en&page=28,Data Engineer,At office,2025-10-17 03:47:23
System Admin (Private Cloud),MB Bank,Ha Noi,"VMware, Cloud, OpenStack, CloudFormation",2025-10-07 03:25:40,https://itviec.com/it-jobs/system-admin-private-cloud-mb-bank-5922/content?job_index=12&locale=en&page=28,Systems Engineer / Administrator,At office,2025-10-17 03:47:23
Head of Computer Vision Technology Department,MB Bank,Ha Noi,"Computer Vision, TensorFlow, PyTorch, Machine Learning, AI, Team Management",2025-10-07 03:25:42,https://itviec.com/it-jobs/head-of-computer-vision-technology-department-mb-bank-4522/content?job_index=13&locale=en&page=28,AI / Machine Learning Engineer,At office,2025-10-17 03:47:23
"Sr. Backend Developer (Java, NodeJS, Spring)",BLUE DRAGON COMMUNICATIONS,Ho Chi Minh,"Java, API, MySQL, Spring, AWS, NodeJS",2025-10-07 03:25:44,https://itviec.com/it-jobs/sr-backend-developer-java-nodejs-spring-blue-dragon-communications-0058/content?job_index=14&locale=en&page=28,Backend Developer,At office,2025-10-17 03:47:23
C#/C++/Python Developer in Machine Vision Up to $2000,Xavis Tech,Ha Noi,"C++, C#, Git, Machine Learning, AI, Python",2025-10-07 03:25:45,https://itviec.com/it-jobs/c-c-python-developer-in-machine-vision-up-to-2000-xavis-tech-3820/content?job_index=15&locale=en&page=28,Computer Vision Engineer,At office,2025-10-17 03:47:23
"Fullstack Developer (.NET, React, SQL, C#)- 1500$",AWING,Ha Noi,".NET, Kafka, SQL, C#, TypeScript, ReactJS",2025-10-07 03:25:47,https://itviec.com/it-jobs/fullstack-developer-net-react-sql-c-1500-awing-4342/content?job_index=16&locale=en&page=28,Fullstack Developer,At office,2025-10-17 03:47:23
Sr Leader/Leader Software Backend Engineering (Java),M_Service (MoMo),Ho Chi Minh,"Java, Leadership, HTML, Redis, MySQL, Spring",2025-10-07 03:25:49,https://itviec.com/it-jobs/sr-leader-leader-software-backend-engineering-java-m_service-momo-0640/content?job_index=17&locale=en&page=28,Backend Developer,At office,2025-10-17 03:47:23
QA/QC Engineer,Laidon Group,Ho Chi Minh,"QA QC, API, ERP, SAP, Agile",2025-10-07 03:25:50,https://itviec.com/it-jobs/qa-qc-engineer-laidon-group-0217/content?job_index=18&locale=en&page=28,Manual Tester,At office,2025-10-17 03:47:23
"Senior DevOps Engineer (Agile, AWS)",Mercatus,Ho Chi Minh,"DevOps, AWS, Agile",2025-10-07 03:25:52,https://itviec.com/it-jobs/senior-devops-engineer-agile-aws-mercatus-4435/content?job_index=19&locale=en&page=28,DevOps Engineer,At office,2025-10-17 03:47:23
Middle/Senior AI Engineer,Saigon Technology,Da Nang,"AI, NLP, Python, Machine Learning, Data Science",2025-10-07 03:26:02,https://itviec.com/it-jobs/middle-senior-ai-engineer-saigon-technology-0709/content?job_index=0&locale=en&page=29,Fullstack Developer,Hybrid (flexible between home and office),2025-10-17 03:47:23
Business Development Manager (IT domain),WATA TECH,Ho Chi Minh,"Team Management, English",2025-10-07 03:26:04,https://itviec.com/it-jobs/business-development-manager-it-domain-wata-tech-0714/content?job_index=1&locale=en&page=29,Manager,At office,2025-10-17 03:47:23
Fullstack Developer (NodeJS + React/Vue),VietTS Software,Ha Noi,"NodeJS, MongoDB, VueJS, ReactJS, PostgreSql, NextJS",2025-10-06 03:26:06,https://itviec.com/it-jobs/fullstack-developer-nodejs-react-vue-vietts-software-0306/content?job_index=2&locale=en&page=29,Fullstack Developer,At office,2025-10-17 03:47:23
Web Developer,Daoukiwoom Innovation,Ho Chi Minh,"Java, JavaScript",2025-10-06 03:26:07,https://itviec.com/it-jobs/web-developer-daoukiwoom-innovation-0824/content?job_index=3&locale=en&page=29,Fullstack Developer,At office,2025-10-17 03:47:23
"Cockpit BSP Engineer (C++, Linux, Embedded )~ 2000$",Suntech Vina (Hợp tác cùng tập đoàn CNTT hàng đầu Ấn độ),Ha Noi,"C++, Jira, Python, Embedded, Linux, C language",2025-10-06 03:26:09,https://itviec.com/it-jobs/cockpit-bsp-engineer-c-linux-embedded-2000-suntech-vina-hop-tac-cung-tap-doan-cntt-hang-dau-an-do-5019/content?job_index=4&locale=en&page=29,Embedded Engineer,At office,2025-10-17 03:47:23
"System Administrator ( Linux, UNIX , Server Engineer)",SNA Global,Ha Noi,"System Admin, English, Networking, Unix, Linux, System Architecture",2025-10-06 03:26:11,https://itviec.com/it-jobs/system-administrator-linux-unix-server-engineer-sna-global-5141/content?job_index=5&locale=en&page=29,Systems Engineer / Administrator,At office,2025-10-17 03:47:23
"[Middle, Senior] Mobile Dev (Flutter, React Native)",MB Bank,Ha Noi,"Flutter, CI/CD, SQLite, Android studio, React Native",2025-10-06 03:26:12,https://itviec.com/it-jobs/middle-senior-mobile-dev-flutter-react-native-mb-bank-0031/content?job_index=6&locale=en&page=29,Mobile Application Developer,At office,2025-10-17 03:47:23
"Senior Frontend Developer (Vue.js, Nuxt.js, TypeScript)",SenPrints,Ha Noi,"VueJS, HTML, Nuxt.js, Git, TypeScript, CSS",2025-10-06 03:26:14,https://itviec.com/it-jobs/senior-frontend-developer-vue-js-nuxt-js-typescript-senprints-5229/content?job_index=7&locale=en&page=29,Frontend Developer,At office,2025-10-17 03:47:23
"Senior/Lead AI Engineer (Python, VLMs, AI, LLMs)",M_Service (MoMo),Ho Chi Minh,"Computer Vision, Python, GCP, AWS, AI, LLM",2025-10-05 03:26:16,https://itviec.com/it-jobs/senior-lead-ai-engineer-python-vlms-ai-llms-m_service-momo-4000/content?job_index=8&locale=en&page=29,Computer Vision Engineer,At office,2025-10-17 03:47:23
Staff Engineer - Full Stack,what3words,Ho Chi Minh,"React Native, English, NodeJS, Rust, TypeScript",2025-10-05 03:26:17,https://itviec.com/it-jobs/staff-engineer-full-stack-what3words-1327/content?job_index=9&locale=en&page=29,Fullstack Developer,Hybrid (flexible between home and office),2025-10-17 03:47:23
Lead/Senior Cloud Engineer,GFT Technologies Vietnam,Ho Chi Minh - Ha Noi,"AWS, English, Kubernetes, Terraform, AWS Lambda, AWS CloudFormation",2025-10-05 03:26:19,https://itviec.com/it-jobs/lead-senior-cloud-engineer-gft-technologies-vietnam-2459/content?job_index=10&locale=en&page=29,Cloud Engineer,Hybrid (flexible between home and office),2025-10-17 03:47:23
Senior DevSecOps/SRE Engineer,AZoom VietNam,Ha Noi,"DevSecOps, Security, Docker, DevOps, JavaScript, Cloud",2025-10-05 03:26:21,https://itviec.com/it-jobs/senior-devsecops-sre-engineer-azoom-vietnam-3538/content?job_index=11&locale=en&page=29,DevSecOps Engineer,At office,2025-10-17 03:47:23
Business Analyst,CÔNG TY CỔ PHẦN CÔNG NGHỆ AGI VIỆT NAM,Ha Noi,"Business Analysis, Agile, Figma, Jira",2025-10-05 03:26:22,https://itviec.com/it-jobs/business-analyst-cong-ty-co-phan-cong-nghe-agi-viet-nam-2203/content?job_index=12&locale=en&page=29,Business Analyst,At office,2025-10-17 03:47:23
"Backend Developer (NodeJS, ExpressJS, NestJS)",CÔNG TY CỔ PHẦN CÔNG NGHỆ AGI VIỆT NAM,Ha Noi,"NodeJS, Kafka, Database, OOP, NestJS, ExpressJS",2025-10-05 03:26:24,https://itviec.com/it-jobs/backend-developer-nodejs-expressjs-nestjs-cong-ty-co-phan-cong-nghe-agi-viet-nam-1858/content?job_index=13&locale=en&page=29,Backend Developer,At office,2025-10-17 03:47:23
"Java Fullstack (SpringBoot, VueJS)",NEO,Ha Noi,"Java, Spring Boot, Hibernate, OOP, VueJS, JavaScript",2025-10-05 03:26:26,https://itviec.com/it-jobs/java-fullstack-springboot-vuejs-neo-0914/content?job_index=14&locale=en&page=29,Fullstack Developer,At office,2025-10-17 03:47:23
Senior Mobile Developer,Công ty cổ phần Eagle Platforms,Ho Chi Minh,"React Native, Unit test, Jest, Redux, TypeScript, JavaScript",2025-10-05 03:26:27,https://itviec.com/it-jobs/senior-mobile-developer-cong-ty-co-phan-eagle-platforms-0248/content?job_index=15&locale=en&page=29,Mobile Application Developer,At office,2025-10-17 03:47:23
"Site Reliability Engineering (Golang, Python, DevOps)",Kyber Network,Ha Noi,"Golang, PostgreSql, GCP, Kubernetes, DevOps, Python",2025-10-05 03:26:29,https://itviec.com/it-jobs/site-reliability-engineering-golang-python-devops-kyber-network-0956/content?job_index=16&locale=en&page=29,Site Reliability Engineer (SRE),At office,2025-10-17 03:47:23
Senior Tester (QA),Công ty cổ phần Eagle Platforms,Ho Chi Minh,"Tester, SQL, Jira, Scrum, QA QC, Agile",2025-10-05 03:26:31,https://itviec.com/it-jobs/senior-tester-qa-cong-ty-co-phan-eagle-platforms-5955/content?job_index=17&locale=en&page=29,Test Coordinator / QAQC Coordinator,At office,2025-10-17 03:47:23
Senior Fullstack Developer (Golang & React JS),Xenia Tech,Da Nang,"Golang, Kubernetes, PostgreSql, ReactJS",2025-10-05 03:26:32,https://itviec.com/it-jobs/senior-fullstack-developer-golang-react-js-xenia-tech-5656/content?job_index=18&locale=en&page=29,Fullstack Developer,Hybrid (flexible between home and office),2025-10-17 03:47:23
[Sign-on Bonus] Senior Frontend Engineer - $55K/year,Crossian,Ha Noi,"ReactJS, NextJS, AWS, NodeJS, JavaScript, Agile",2025-10-05 03:26:34,https://itviec.com/it-jobs/sign-on-bonus-senior-frontend-engineer-55k-year-crossian-4835/content?job_index=19&locale=en&page=29,Frontend Developer,At office,2025-10-17 03:47:23
Bridge System Engineer (BrSE) - Project Manager,Solashi Vietnam,Ha Noi,"Japanese, Team Management, Bridge Engineer, Project Management, English",2025-10-04 03:26:44,https://itviec.com/it-jobs/bridge-system-engineer-brse-project-manager-solashi-vietnam-3705/content?job_index=0&locale=en&page=30,Bridge System Engineer (BrSE),At office,2025-10-17 03:47:23
Kỹ sư giải pháp (ICT Solutions Engineer),CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ,Ho Chi Minh - Ha Noi,"VMware, Presale, Firewall, Cisco, Windows Server, Linux",2025-10-04 03:26:46,https://itviec.com/it-jobs/ky-su-giai-phap-ict-solutions-engineer-cong-ty-tnhh-cong-nghe-hong-co-0639/content?job_index=1&locale=en&page=30,Technical Consultant,At office,2025-10-17 03:47:23
"Full-stack Engineer (TypeScript, ReactJS, NextJS)",Suprise Technology Company,Ho Chi Minh,"TypeScript, CI/CD, SQL, API, NextJS, ReactJS",2025-10-04 03:26:48,https://itviec.com/it-jobs/full-stack-engineer-typescript-reactjs-nextjs-suprise-technology-company-2729/content?job_index=2&locale=en&page=30,Fullstack Developer,At office,2025-10-17 03:47:23
"Web Developer (HTML5, CSS3, JavaScript, ReactJS)",OPUS SOLUTION,Ho Chi Minh,"HTML5, NodeJS, ReactJS, TypeScript, JavaScript, CSS 3",2025-10-04 03:26:49,https://itviec.com/it-jobs/web-developer-html5-css3-javascript-reactjs-opus-solution-2806/content?job_index=3&locale=en&page=30,Fullstack Developer,At office,2025-10-17 03:47:23
Game Designer,RIVRS ASIA,Da Nang,"Games, Design, English",2025-10-04 03:26:51,https://itviec.com/it-jobs/game-designer-rivrs-asia-2405/content?job_index=4&locale=en&page=30,Game Designer,At office,2025-10-17 03:47:23
Gameplay Programmer,RIVRS ASIA,Da Nang,"Lua, Games, Git, Unit test, Unity",2025-10-04 03:26:53,https://itviec.com/it-jobs/gameplay-programmer-rivrs-asia-5536/content?job_index=5&locale=en&page=30,Game Developer,At office,2025-10-17 03:47:23
Tester,Công ty TNHH Thương mại F.C Việt Nam,Ha Noi,"Tester, QA QC, SQL, Scrum, Agile",2025-10-04 03:26:54,https://itviec.com/it-jobs/tester-cong-ty-tnhh-thuong-mai-f-c-viet-nam-5832/content?job_index=6&locale=en&page=30,Manual Tester,At office,2025-10-17 03:47:23
Fullstack Developer,Công ty TNHH Thương mại F.C Việt Nam,Ha Noi,"JavaScript, Unit test, HTML5, PostgreSql, .NET, Java",2025-10-04 03:26:56,https://itviec.com/it-jobs/fullstack-developer-cong-ty-tnhh-thuong-mai-f-c-viet-nam-5859/content?job_index=7&locale=en&page=30,Fullstack Developer,At office,2025-10-17 03:47:23
Senior Back-End Developer (Java/ Python/ Spring Boot),CÔNG TY TNHH SPACEMIND,Da Nang,"Java, Linux, CI/CD, PostgreSql, Spring Boot, Python",2025-10-04 03:26:57,https://itviec.com/it-jobs/senior-back-end-developer-java-python-spring-boot-cong-ty-tnhh-spacemind-4235/content?job_index=8&locale=en&page=30,Backend Developer,At office,2025-10-17 03:47:23
Senior Tech Lead FullStack Developer (Java/ ReactJS),CÔNG TY TNHH SPACEMIND,Da Nang,"Java, Database, ReactJS, Kafka, TypeScript, Spring Boot",2025-10-04 03:26:59,https://itviec.com/it-jobs/senior-tech-lead-fullstack-developer-java-reactjs-cong-ty-tnhh-spacemind-4528/content?job_index=9&locale=en&page=30,Fullstack Developer,At office,2025-10-17 03:47:23
Senior Software Engineer (Golang),BigSoft Game Studio,Ho Chi Minh,"Golang, AWS, Cloud, Docker, Kubernetes, JSON",2025-10-04 03:27:01,https://itviec.com/it-jobs/senior-software-engineer-golang-bigsoft-game-studio-5449/content?job_index=10&locale=en&page=30,Backend Developer,At office,2025-10-17 03:47:23
Ruby On Rails Developer (Ruby/ AWS/ Azure/ GCP),10kn,Ha Noi,"Ruby, Redux, Azure, GCP, AWS, Ruby on Rails",2025-10-04 03:27:02,https://itviec.com/it-jobs/ruby-on-rails-developer-ruby-aws-azure-gcp-10kn-4239/content?job_index=11&locale=en&page=30,Backend Developer,Hybrid (flexible between home and office),2025-10-17 03:47:23
Back-end Engineer (Python),Devtify Technologies Corporation,Ho Chi Minh,"Python, DevOps",2025-10-04 03:27:04,https://itviec.com/it-jobs/back-end-engineer-python-devtify-technologies-corporation-0019/content?job_index=12&locale=en&page=30,Backend Developer,At office,2025-10-17 03:47:23
Senior Backend Engineer_Java/English,"TPIsoftware Co., Ltd",Ho Chi Minh,"Java, English, Scrum, AWS, SQL, J2EE",2025-10-04 03:27:06,https://itviec.com/it-jobs/senior-backend-engineer_java-english-tpisoftware-co-ltd-0246/content?job_index=13&locale=en&page=30,Backend Developer,At office,2025-10-17 03:47:23
Junior AI Engineer,Brighton Investment,Ha Noi,"Python, AI, Power BI, Machine Learning",2025-10-04 03:27:07,https://itviec.com/it-jobs/junior-ai-engineer-brighton-investment-2930/content?job_index=14&locale=en&page=30,AI / Machine Learning Engineer,Hybrid (flexible between home and office),2025-10-17 03:47:23
AI Talents (Ph.D. Holders),NEXON DEV VINA,Ho Chi Minh,"AI, TensorFlow, Machine Learning, DevOps, Python, English",2025-10-04 03:27:09,https://itviec.com/it-jobs/ai-talents-ph-d-holders-nexon-dev-vina-1834/content?job_index=15&locale=en&page=30,AI Researcher,At office,2025-10-17 03:47:23
Remote Frontend Web Developer (TypeScript/ReactJS),Moksha AI LLC,Ho Chi Minh - Ha Noi - Da Nang,"ReactJS, Redux, Tailwind, English, NextJS, TypeScript",2025-10-04 03:27:11,https://itviec.com/it-jobs/remote-frontend-web-developer-typescript-reactjs-moksha-ai-llc-1658/content?job_index=16&locale=en&page=30,Frontend Developer,"Remote, District 1, Ho Chi Minh",2025-10-17 03:47:23
[Sign-on Bonus]Technical Lead –Backend &Infrastructure,Everfit,Da Nang,"System Architecture, Leadership, Database, DevOps, English",2025-10-04 03:27:12,https://itviec.com/it-jobs/technical-lead-backend-infrastructure-everfit-3713/content?job_index=17&locale=en&page=30,Manager,At office,2025-10-17 03:47:23
Senior Android Developer( Kotlin ),EyeClick,Ho Chi Minh,"Android, Azure, C++, English, C language, Kotlin",2025-10-04 03:27:14,https://itviec.com/it-jobs/senior-android-developer-kotlin-eyeclick-1034/content?job_index=18&locale=en&page=30,Mobile Application Developer,At office,2025-10-17 03:47:23
